,question,references,corpus_id
12,For how long could a person be imprisoned according to the text?,"Whoever, with the intent of obtaining for himself or a third person an unlawful material benefit, damages the assets of another by influencing the result of a data processing operation through incorrect configuration of a program, use of incorrect or incomplete data, or with any other influence, shall be punished with imprisonment for 3 months to 5 years.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Computer fraud - Article 386Α ΠK.txt
13,What is the minimum duration of imprisonment for an adult who offends the genital respectability of a person under the age of fifteen through lecherous gestures or proposals?,"Any adult, who through Internet or other means of communication, builds contact with a person under the age of fifteen and offends the genital respectability of the latter using lecherous gestures or proposals, is sentenced to an imprisonment of at least two years.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Genital respectability offence - Article 337.txt
14,For how long must an individual be imprisoned if the activity rehearsed repeatedly or an encounter has taken place with a minor under the age of fifteen?,"In case of this activity rehearsed repeatedly or an encounter has taken place, this shall entail a sentence of at least three years’ imprisonment.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Genital respectability offence - Article 337.txt
15,What are the consequences for maintaining a file without a permit?,Maintaining a file without a permit or violating permit terms is punished by at least one year’s imprisonment and a fine of one to five million Drachmas.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
16,What are the consequences for unlawful interference with sensitive data?,"Unlawful interference with personal data is punished by imprisonment and a fine; for sensitive data, at least one year’s imprisonment and a fine of one to ten million Drachmas.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
17,What is the penalty for controllers who violate data transfer rules?,Controllers who fail to comply with Authority decisions or violate data transfer rules face at least two years’ imprisonment and a fine of one to five million Drachmas.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
18,What punishment is imposed for acts committed for unlawful benefit or to cause harm?,"If acts were committed for unlawful benefit or to cause harm, the punishment is up to ten years’ imprisonment and a fine of two to ten million Drachmas.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
19,What must the Authority's President do regarding offenses under investigation?,"The Authority's President must notify the Public Prosecutor of any offenses under investigation, forwarding all relevant evidence.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
20,What is the time limit for preliminary investigations to conclude?,Preliminary investigations must conclude within two months of charges...,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
21,When should the trial begin after the completion of preliminary investigations?,...and trial must begin within three months of completion.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
22,Who is held responsible if the Controller is not a natural person?,"If the Controller is not a natural person, the responsible party is the representative or head of the organization...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
23,What type of cases fall under the jurisdiction of the Court of Appeal?,Felonies under this law fall under the jurisdiction of the Court of Appeal.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Protection of personal data - Article 22 Ν. 2472-1997.txt
24,What is the specific range of fines for violating the provisions mentioned?,"Violation of these provisions is punished by imprisonment of at least one year and a fine of 2,900 to 15,000 Euro",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Rights_Management Information - Article 66B N. 2121-1993.txt
25,What law provides for civil sanctions?,with applicable civil sanctions under article 65 of Law 2121/1993.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Rights_Management Information - Article 66B N. 2121-1993.txt
26,What are considered effective measures in technological protection?,Effective measures include access control or protection processes like encryption or copy control mechanisms.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Technological measures - Article 66A N. 2121-1993.txt
27,What are the potential consequences of violating the provisions?,"Violation of the provisions is punishable by imprisonment of at least one year and a fine of 2,900 to 15,000 Euro.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Technological measures - Article 66A N. 2121-1993.txt
28,Under what law are civil sanctions for violations outlined?,It also entails civil sanctions under article 65 of Law 2121/1993.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Technological measures - Article 66A N. 2121-1993.txt
29,What civil sanctions are mentioned in the excerpt?,It also entails civil sanctions under article 65 of Law 2121/1993.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Technological measures - Article 66A N. 2121-1993.txt
30,Where can disputes be mediated or resolved?,Disputes may be mediated or resolved by the Court of Appeal of Athens.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Technological measures - Article 66A N. 2121-1993.txt
31,What is the maximum duration of imprisonment for unauthorized access to data recorded in a computer?,Everyone who obtains access to data recorded in a computer...shall be punished with imprisonment for up to six months,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
32,What is the range for the fine imposed for accessing data without right?,"...shall be punished...by a fine from 29 to 15,000 Euro",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
33,Under what condition would a person be punished according to Article 148 for unauthorized access to data?,"If the act concerns the international relations or the security of the State, he shall be punished according to Article 148",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
34,"If the offender is in the service of the legal holder of the data, under what circumstances would the act be punished according to internal regulations or a written decision?",The act of the preceding paragraph shall be punished only if it has been explicitly prohibited by internal regulations or by a written decision of the holder or of a competent employee of his,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
35,How long could imprisonment last for those who copy or use computer programs without right?,shall be punished by imprisonment up to six months,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 370Γ ΠΚ.txt
36,What is the minimum penalty amount for copying or using computer programs without right?,penalty from 290 Euro,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 370Γ ΠΚ.txt
37,Who would be liable to imprisonment and a fine according to this law?,"Any person who, in contravention of the provisions of this law or of the provisions of lawfully ratified multilateral international conventions on the protection of copyright, unlawfully makes a fixation of a work or of copies, reproduces them directly or indirectly, temporarily or permanently in any form, in whole or in part, translates, adapts, alters or transforms them, or distributes them to the public by sale or other means, or possesses with the intent of distributing them, rents, performs in public, broadcasts by radio or television or any other means, communicates to the public works or copies by any means, imports copies of a work illegally produced abroad without the consent of the author and, in general, exploits works, reproductions or copies being the object of copyright or acts against the moral right of the author to decide freely on the publication and the presentation of his work to the public without additions or deletions, shall be liable to imprisonment of no less than a year and to a fine",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
38,What penalty may be imposed for acts against the moral right of the author?,shall be liable to imprisonment of no less than a year and to a fine from 2,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
39,What consequences are stated for the object of copyright?,the object of copyright or acts against the moral right of the author to decide freely on the publication and the presentation of his work to the public without additions or deletions,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
40,How much money is specified in the text?,.900-15.000 Euro.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
41,What is the Euro currency range mentioned?,.900-15.000 Euro.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
42,Between which amounts does the Euro currency range fall?,.900-15.000 Euro.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
43,What is the minimum Euro amount specified?,.900-15.000 Euro.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
44,What is prohibited without the performers' permission?,"Without the permission of the performers: fixes their performance; directly or indirectly, temporarily or permanently reproduces by any means and form, in whole or in part, the fixation of their performance; distributes to the public the fixation of their performance or possesses them with the purpose of distribution; rents the fixation of their performance;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
45,How can phonogram producers be impacted if their recordings are distributed without permission?,"distributes to the public the above recordings, or possesses them with the purpose of distribution",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
46,Under what circumstance can phonogram producers' phonograms be accessed by the public without permission?,"makes available to the public, by wire or wireless means, in such a way that members of the public may access them from a place and at a time individually chosen by them, their phonograms",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
47,What is one action specified that would require permission by producers of audiovisual works?,"Without the permission of producers of audiovisual works (producers of visual or sound and visual recordings): directly or indirectly, temporarily or permanently reproduces by any means and form, in whole or in part, the original and the copies of their films",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
48,In what way can the original and copies of films be made available to the public without permission?,"makes available to the public, by wire or wireless means, in such a way that members of the public may access them from a place and at a time individually chosen by them, the original and the copies of their films",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
49,Who can rebroadcast the broadcasts without permission?,Without the permission of radio and television organizations: rebroadcasts their broadcasts by any means,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
50,What is prohibited regarding presenting broadcasts to the public?,presents their broadcasts to the public in places accessible to the public against payment of an entrance fee,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
51,In what way can the fixation of broadcasts be made available to the public?,"makes available to the public, by wire or wireless means, in such a way that members of the public may access them from a place and at a time individually chosen by them, the fixation of their broadcasts",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
52,What can one not do regarding reproducing the fixation of broadcasts?,"directly or indirectly, temporarily or permanently reproduces by any means and form, in whole or in part, the fixation of their broadcasts",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
53,How many years of imprisonment are mandated for financial gain sought or damage caused by specific acts?,the sanction shall be not less than two years imprisonment,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
54,What range is the fine specified for those acts?,a fine of from 2 to 10 million drachmas,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
55,What type of court tries felony copyright infringements?,Any infringement of copyright and related rights in the form of felony is tried by the competent Three-member Court of Appeal for Felonies.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
56,How is a guilty party's past conviction taken into account regarding copyright infringement?,The act shall be likewise deemed to have been perpetrated by way of standard practice if the guilty party has on a previous occasion been convicted of a contravention pursuant to the provisions of the Article or for a violation of the preceding copyright legislation and sentenced to a non-redeemable period of imprisonment.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
57,"What sanction does a person face for not paying the remuneration according to Article 18, paragraph (3)?","Any person who did not pay the remuneration provided for by Article 18, paragraph (3) hereof to a collecting society is punished with the sanction of paragraph (1), (2) and (3).",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
58,What is the consequence for a debtor who does not submit the declaration after the one-member first instance court's decision?,"The same sentence is imposed on the debtor who, after the issuance of the decision of the one-member first instance court, does not submit the declaration under the provisions of article 18, par. 6, of this law.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
59,Who uses or distributes any system with the intent to facilitate the unpermitted removal of a technical system used to protect a computer program?,"The sanctions specified in paragraph (1), above, shall be applicable likewise to any person who: uses or distributes, or possesses with the intent to distribute, any system or means whose sole purpose is to facilitate the unpermitted removal or neutralization of a technical system used to protect a computer program",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
60,What specifications must equipment utilizable for the reproduction of a work conform to as determined pursuant to Article 59 of this Law?,"manufactures or imports or distributes, or possesses with intent to distribute, equipment and other materials utilizable for the reproduction of a work which do not conform to the specifications determined pursuant to Article 59 of this Law",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
61,What is required when reproducing or using a work according to Article 60 of this Law?,reproduces or uses a work without utilizing the equipment or without applying the systems specified pursuant to Article 60 of this Law,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
62,What must be present when distributing a phonogram or film?,"distributes, or possesses with intent to distribute, a phonogram or film without the special mark or control label",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
63,What is required pursuant to Article 61 of this Law?,"distributes, or possesses with intent to distribute, a phonogram or film without the special mark or control label specified pursuant to Article 61 of this Law",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
64,What action would constitute reproduction or use of a work without utilizing specified equipment?,reproduces or uses a work without utilizing the equipment or without applying the systems specified pursuant to Article 60 of this Law,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
65,"What did the plaintiff file on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
66,"Who lodged the motion on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
67,"When did the plaintiff take legal action by filing the motion on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
68,On what date was the motion filed by the plaintiff?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
69,What is the minimum imprisonment term for proceeding with the reproduction of the database?,"Any person who proceeds to authorized temporary or permanent reproduction of the database, translation, adaptation, arrangement and any other alteration of the database, distribution to the public of the database or of copies thereof, communication, display or performance of the database to the public, is punished by imprisonment of at least one (1) year and a fine of one (1) to five (5) million drachmas.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
70,What is the range of fines that can be imposed for proceeding with the reproduction of the database?,"Any person who proceeds to authorized temporary or permanent reproduction of the database, translation, adaptation, arrangement and any other alteration of the database, distribution to the public of the database or of copies thereof, communication, display or performance of the database to the public, is punished by imprisonment of at least one (1) year and a fine of one (1) to five (5) million drachmas.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
71,What is the punishment for extracting the contents of the database without authorization?,"Any person who proceeds to extraction and/or re-utilization of the whole or of a substantial part of the contents of the database without the authorization of the author thereof, is punished by imprisonment of at least one (1) year and a fine of one (1) to five (5) million drachmas (article 12 of Directive 96/9).",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
72,Under what condition is the culpable character of the action raised in regards to computer software infringement?,"The culpable character of the action, as described in paragraph 1 of article 65A and under the prerequisites provided there, is raised under the condition that the infringer proceeds in the unreserved payment of the administrative fee and the infringement concerns a quantity of up to 50 programs.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
73,For what quantity of illegal sound recording carriers does the culpable character of the action get raised?,the culpable character of the action is raised under the condition that the infringement concerns a quantity of up to five hundred (500) illegal sound recording carriers.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
74,What happens to the administrative fee in case of recidivism during the same financial year?,In case of recidivism during the same financial year the administrative fee provided for by article 65A doubles.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
75,What obligations are infringers not relieved of despite the payment of the administrative fee?,"The payment of the administrative fee and the raising of the culpable character of the action, do not relieve the infringers from the duty of buying off the copyright and related rights or from the duty of compensating and paying the rest expenses to the holders of these rights, according to the provisions of the relevant laws.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
76,Where must the administrative fee be paid according to the stipulation of par.2 of article 65A?,administrative fee according to the stipulation of par.2 of article 65A,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Use of Software - Article 66 Ν. 2121-1993.txt
77,Who will suffer punishment by imprisonment for three months to five years?,"Whoever, without authorization, copies, uses, discloses to another person, or in any way violates data of a computer or a computer program, which belong to the realm of state secrets, private secrets, business secrets, trade secrets, or privacy, shall be punished by imprisonment from three months to five years.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Violation of secrecy - Article 370Β ΠΚ.txt
78,How long can imprisonment last for the act if the secret computer data and programs belong to military or diplomatic secrets or the security of the state?,"If the secret computer data and programs belong to the realm of military or diplomatic secrets, or of the security of the state, the act shall be punished according to Articles 146–147.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Violation of secrecy - Article 370Β ΠΚ.txt
79,Under what circumstances will the offenses of paragraphs 1-2 be prosecuted?,The offences of paragraphs 1–2 are prosecuted only upon complaint.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Violation of secrecy - Article 370Β ΠΚ.txt
80,What is considered private computer data or programs according to the excerpt?,"Private computer data or programs should be considered all the data and programs that the legal holder keeps secret with justified interest, especially if the owner had taken security measures.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Greek Cybercrime Legislation/Violation of secrecy - Article 370Β ΠΚ.txt
