,question,references,corpus_id
11,What must the controller demonstrate if a request is deemed manifestly unfounded or excessive?,The controller shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.,"C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 12_ Transparent information, communication and modalities for the exercise of the rights of the data.txt"
12,Who is empowered to adopt delegated acts according to Article 92?,The Commission shall be empowered to adopt delegated acts in accordance with Article 92 for the purpose of determining the information to be presented by the icons and the procedures for providing standardised icons.,"C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 12_ Transparent information, communication and modalities for the exercise of the rights of the data.txt"
13,What section deals with Information and access to personal data?,Section 2 Information and access to personal data,"C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 12_ Transparent information, communication and modalities for the exercise of the rights of the data.txt"
14,What information must the controller provide to the data subject when collecting personal data?,"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with all of the following information: (a)  the identity and the contact details of the controller and, where applicable, of the controller's representative; (b)  the contact details of the data protection officer, where applicable; (c)  the purposes of the processing for which the personal data are intended as well as the legal basis for the processing;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
15,At what time must the controller provide the data subject with the required information?,"Where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with all of the following information:...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
16,When was the legitimate interest pursued by the controller or a third party taken into consideration?,"where the processing is based on point (f) of Article 6(1), the legitimate interests pursued by the controller or by a third party;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
17,What is included in the information about recipients of personal data?,"(e)  the recipients or categories of recipients of the personal data, if any;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
18,What may be specified if the controller intends to transfer personal data to a third country?,"where applicable, the fact that the controller intends to transfer personal data to a third country or international organisation and the existence or absence of an adequacy decision by the Commission,",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
19,"Who filed a motion on January 15, 2023?","The plaintiff filed the motion on January 15, 2023.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
20,When did the plaintiff make the filing?,"The plaintiff filed the motion on January 15, 2023.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
21,"Did the plaintiff take any legal action on January 15, 2023?","The plaintiff filed the motion on January 15, 2023.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
22,"What document did the plaintiff file on January 15, 2023?","The plaintiff filed the motion on January 15, 2023.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
23,What information must the controller provide at the time of obtaining personal data?,"In addition to the information referred to in paragraph 1, the controller shall, at the time when personal data are obtained, provide the data subject with the following further information necessary to ensure fair and transparent processing",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
24,What is one of the rights the data subject has regarding personal data?,(b)  the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
25,What right does the data subject have if the processing is based on consent?,"whether the provision of personal data is a statutory or contractual requirement, or a",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
26,What right does the data subject have concerning lodging a complaint?,the right to lodge a complaint with a supervisory authority,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
27,What does the data subject have the right to object to?,of processing concerning the data subject or to object to processing as well,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
28,What is the data subject's right in relation to data portability?,the right to data portability,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
29,Where does the right to withdraw consent apply?,"where the processing is based on point (a) of Article 6(1) or point (a) of Article 9(2), the existence of the right to withdraw consent at any time",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
30,Is the right to lodge a complaint with a supervisory authority acknowledged?,the right to lodge a complaint with a supervisory authority,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
31,"Who took legal action on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
32,When did the plaintiff file the motion?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
33,On what date did the plaintiff initiate legal proceedings?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
34,"What action did the plaintiff take on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
35,What is the data subject provided with prior to further processing of personal data?,the controller shall provide the data subject prior to that further processing with information on that other purpose and with any relevant further information as referred to in paragraph 2,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 13_ Information to be provided where personal data are collected from the data subject.txt
36,Who should provide the data subject with certain information?,"Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the following information",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
37,What two types of contact details should be provided by the controller?,(a) the identity and the contact details of the controller,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
38,What information should be given about the processing purposes?,(c) the purposes of the processing for which the personal data are intended as well as the legal basis for the processing,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
39,"If obtained from someone other than the data subject, what category of people should be informed by the controller?","Where personal data have not been obtained from the data subject, the controller shall provide the data subject with the following information",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
40,When was the adequacy decision mentioned?,"where applicable, that the controller intends to transfer personal data to a recipient in a third country or international organisation and the existence or absence of an adequacy decision by the Commission, or in the case of transfers referred to in Article 46 or 47",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
41,What reference is intended when discussing transfers?,in the case of transfers referred to in Article 46 or 47,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
42,Where are the suitable safeguards referenced?,reference to the appropriate or suitable safeguards and the means to obtain a copy of them,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
43,What is mentioned regarding the means to obtain suitable safeguards?,reference to the appropriate or suitable safeguards and the means to obtain a copy of them or where they have been made available,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
44,"What motion was filed by the plaintiff on January 15, 2023?","The plaintiff filed the motion on January 15, 2023 to dismiss the case.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
45,"On what basis did the plaintiff file the motion on January 15, 2023?","The plaintiff filed the motion on January 15, 2023 to dismiss the case.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
46,When did the plaintiff take action to dismiss the case?,"The plaintiff filed the motion on January 15, 2023 to dismiss the case.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
47,"Who initiated the motion to dismiss the case on January 15, 2023?","The plaintiff filed the motion on January 15, 2023 to dismiss the case.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
48,What information is the controller required to provide to the data subject?,the controller shall provide the data subject with the following information necessary to ensure fair and transparent processing in respect of the data subject,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
49,What is the right of the data subject in relation to personal data storage period?,"the period for which the personal data will be stored, or if that is not possible, the criteria used to determine that period",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
50,"In the context of processing based on Article 6(1)(f), what information should be provided by the controller?","where the processing is based on point (f) of Article 6(1), the legitimate interests pursued by the controller or by a third party",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
51,What right does the data subject have with respect to the withdrawal of consent?,"the existence of the right to withdraw consent at any time, without affecting the lawfulness of processing based on consent before its withdrawal",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
52,What does point (a) of Article 6(1) relate to?,"where processing is based on point (a) of Article 6(1) or point (a) of Article 9(2),",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
53,What is the right given in point (e)?,the right to lodge a complaint with a supervisory authority;,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
54,What information is required in point (f) regarding personal data sources?,"from which source the personal data originate, and if applicable, whether it came from publicly accessible sources;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
55,What was the plaintiff's action on a specific date?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
56,When did the plaintiff lodge the motion?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
57,"Who made a request on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
58,On which date did the plaintiff initiate legal proceedings?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
59,When should the controller provide information if personal data are to be used for communication with the data subject?,"if the personal data are to be used for communication with the data subject, at the latest at the time of the first communication to that data subject",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
60,What should the controller provide prior to further processing personal data for a different purpose?,the controller shall provide the data subject prior to that further processing with information on that other purpose,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
61,What does Paragraphs 1 to 4 not apply to?,Paragraphs 1 to 4 shall not apply where and insofar as:,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
62,Under what circumstances does the provision of information prove impossible or involve a disproportionate effort?,the provision of such information proves impossible or would involve a disproportionate effort,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
63,What date was included in the text?,4.5.2016 L 119/42,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
64,What kind of obligation must the personal data remain subject to?,"where the personal data must remain confidential subject to an obligation of professional secrecy regulated by Union or Member State law, including a statutory obligation of secrecy",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 14_ Information to be provided where personal data have not been obtained from the data subject.txt
65,When was the motion filed?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
66,Who filed the motion?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
67,"What was filed on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
68,What date did the plaintiff take legal action?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
69,What right does the data subject have concerning personal data processing?,The data subject shall have the right to obtain from the controller confirmation as to whether or not personal data concerning him or her are being processed,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
70,"According to the text, what information is the data subject entitled to if personal data is being processed?","access to the personal data and the following information: (a) the purposes of the processing; (b) the categories of personal data concerned; (c) the recipients or categories of recipient to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organisations; (d) where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period; (e) the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing; (f) the right to lodge a complaint with a supervisory authority",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
71,What does the data subject have the right to request concerning their personal data according to the text?,the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
72,Is the data subject entitled to lodge a complaint with a supervisory authority?,the right to lodge a complaint with a supervisory authority,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
73,What kind of authority can a complaint be lodged with?,the right to lodge a complaint with a supervisory authority;,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
74,What type of decision-making is mentioned in Article 22?,"the existence of automated decision-making, including profiling, referred to in Article 22(1) and (4)",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
75,Who did the plaintiff file the motion against?,"The plaintiff filed the motion against the defendant on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
76,"What type of document did the plaintiff file on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
77,On what day was the motion filed?,"The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
78,"Who brought legal action on January 15, 2023?","The plaintiff filed the motion on January 15, 2023",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
79,What is the controller permitted to charge for regarding personal data copies?,"For any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 15_ Right of access by the data subject.txt
80,What right does the data subject have regarding inaccurate personal data?,The data subject shall have the right to obtain from the controller without undue delay the rectification of inaccurate personal data concerning him or her.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 16_ Right to rectification.txt
81,What can the data subject request in relation to incomplete personal data?,"The data subject shall have the right to have incomplete personal data completed, including by means of providing a supplementary statement.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 16_ Right to rectification.txt
82,What is the obligation of the controller regarding personal data erasure?,the controller shall have the obligation to erase personal data without undue delay,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
83,"According to the text, when should the controller erase personal data?",the controller shall have the obligation to erase personal data without undue delay,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
84,On what point in Article 6(1) can the data subject withdraw consent?,the data subject withdraws consent on which the processing is based according to point (a) of Article 6(1),C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
85,Under what circumstances can personal data be erased for compliance with a legal obligation?,the personal data have to be erased for compliance with a legal obligation in Union or Member State law to which the controller is subject,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
86,Who is obliged to erase the personal data pursuant to paragraph 1?,"Where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
87,"What steps must the controller take, considering available technology and cost?","The controller, taking account of available technology and the cost of implementation, shall take reasonable steps...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
88,What must the controller do to inform other controllers about data erasure requests?,"...shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
89,What should the controller request other controllers to erase regarding personal data?,"...that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
90,What reasons allow for processing not to be subject to Paragraphs 1 and 2?,"3.Paragraphs 1 and 2 shall not apply to the extent that processing is necessary: (a)  for exercising the right of freedom of expression and information; (b)  for compliance with a legal obligation which requires processing by Union or Member State law to which the controller is subject or for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller; (c)  for reasons of public interest in the area of public health in accordance with points (h) and (i) of Article 9(2) as well as Article 9(3); (d)  for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with Article 89(1) in so far as the right referred to in paragraph 1 is likely to render impossible or seriously impair the achievement of the objectives of that processing; or (e)  for the establishment, exercise or defence of legal claims.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 17_ Right to erasure (‘right to be forgotten’).txt
91,What rights does the data subject have related to processing restrictions?,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 18_ Right to restriction of processing.txt
92,Under what conditions can the data subject request restriction of processing?,The data subject shall have the right to obtain from the controller restriction of processing where one of the following applies,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 18_ Right to restriction of processing.txt
93,What options does the data subject have if the processing is found to be unlawful?,b)  the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 18_ Right to restriction of processing.txt
94,In what circumstance can the controller keep personal data that is no longer needed for processing?,"c)  the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 18_ Right to restriction of processing.txt
95,When should a data subject be informed before the restriction of processing is lifted?,A data subject who has obtained restriction of processing pursuant to paragraph 1 shall be informed by the controller before the restriction of processing is lifted.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 18_ Right to restriction of processing.txt
96,Who shall communicate any rectification or erasure of personal data to recipients?,The controller shall communicate any rectification or erasure of personal data or restriction of processing carried out,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 19_ Notification obligation regarding rectification or erasure of personal data or restriction of processing .txt
97,When shall the controller inform the data subject about recipients of personal data?,The controller shall inform the data subject about those recipients,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 19_ Notification obligation regarding rectification or erasure of personal data or restriction of processing .txt
98,When is the free movement of personal data within the Union restricted?,The free movement of personal data within the Union shall be neither restricted nor prohibited for reasons connected with the protection of natural persons with regard to the processing of personal data.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 1_ Subject-matter and objectives.txt
99,What does the data subject have the right to do?,"The data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 20_ Right to data portability.txt
