,question,references,corpus_id
17,Which months were covered by the €695.04 payments for the first complainant's insurance contributions?,"{'reference': 'in order to pay his insurance contributions to O.A.E.E. for the periods of January-February 2008, May-June 2008', 'start_chunk': 117, 'end_chunk': 169}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
18,What was the total amount received from the second complainant to settle VAT?,"{'reference': '€1,888.03 for the settlement of VAT', 'start_chunk': 550, 'end_chunk': 582}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
19,How much did the first complainant give to settle credit card bills?,"{'reference': ""the amounts of €250 and €280, in order to settle credit card bills for '...'"", 'start_chunk': 255, 'end_chunk': 305}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
20,Which organization was supposed to receive insurance contributions?,"{'text': 'O.A.E.E.', 'start_chunk': 94, 'end_chunk': 102}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
21,What were the amounts she received for insurance contributions?,"{'text': '€283.64, €419.26, and €385.38', 'start_chunk': 28, 'end_chunk': 51}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
22,How much was received for the settlement of VAT?,"{'text': '€1,888.03', 'start_chunk': 147, 'end_chunk': 155}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
23,In which months of 2008 did she receive amounts for insurance contributions?,"{'text': 'May-June 2008, September-October 2008, and November-December 2008', 'start_chunk': 131, 'end_chunk': 187}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
24,Did the defendant claim the transfers were for company expenses?,"{'text': ""The defendant denies the charges against her and claims that the withdrawals were made by the second complainant and that all the amounts transferred to her account were transferred to cover the company's expenses and their personal expenses, due to her cohabitation with the second complainant and with his knowledge, with whom she intended to marry."", 'start_chunk': 47, 'end_chunk': 167}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
25,Who did the defendant intend to marry?,"{'text': ""The defendant denies the charges against her and claims that the withdrawals were made by the second complainant and that all the amounts transferred to her account were transferred to cover the company's expenses and their personal expenses, due to her cohabitation with the second complainant and with his knowledge, with whom she intended to marry."", 'start_chunk': 207, 'end_chunk': 255}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
26,Where did the prosecution witness work?,"{'text': '...testimony of the prosecution witness ..., an employee of the Pangrati branch of ..., who saw her on the same day at the aforementioned Bank when she met with the complainants', 'start_chunk': 405, 'end_chunk': 470}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
27,Who did the defendant claim made the withdrawals?,"{'text': ""The defendant denies the charges against her and claims that the withdrawals were made by the second complainant and that all the amounts transferred to her account were transferred to cover the company's expenses and their personal expenses, due to her cohabitation with the second complainant and with his knowledge, with whom she intended to marry."", 'start_chunk': 102, 'end_chunk': 133}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
28,What is the minimum financial benefit the defendant gained?,"{'start_chunk': 'with the financial benefit she gained,', 'end_chunk': 'exceeding a total of €30,000.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
29,Who is the professional fraudster?,"{'start_chunk': 'fraud using a computer was committed by the defendant', 'end_chunk': 'repeated commission,'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
30,What method did the defendant use to withdraw transferred amounts?,"{'start_chunk': 'joint account of the complainants', 'end_chunk': 'transferred amounts with an ATM card,'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
31,Which branch did the employee work at?,"{'start_chunk': 'an employee of the Pangrati branch of', 'end_chunk': 'Bank when she met with the complainants.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Areios Pagos 1414-017.txt
32,Is this a civil or criminal court?,"{'text': 'Court (Civil/Criminal): Criminal', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
33,What was the result of the case?,"{'text': 'Result (not guilty, guilty): Guilty', 'start_chunk': 4, 'end_chunk': 4}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
34,What location is mentioned in the rationale?,"{'start_chunk': 14, 'end_chunk': 20}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
35,What are the exact dates mentioned in the rationale?,"{'start_chunk': 21, 'end_chunk': 49}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
36,What type of activity did the defendant engage in as a profession?,"{'start_chunk': 495, 'end_chunk': 549}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
37,What bank had its communication codes violated?,"{'start_chunk': 588, 'end_chunk': 606}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
38,On what dates did the individual falsely present themselves to employees of the bank?,"{'start_chunk': 'Specifically: An individual whose identity is unknown had...', 'end_chunk': '...phone as the ..... beneficiary of the ..... account at this bank, knowing the password and account number.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
39,"What amount of money did the individual try to transfer on July 25, 2005?","{'start_chunk': 'on July 25, 2005, he read a transfer request...', 'end_chunk': '...amount of $427,620 with account number ...'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
40,"What did the individual succeed in changing on June 20, 2005?","{'start_chunk': 'Thus, on June 20, 2005, he succeeded...', 'end_chunk': '...the phone number at the Bank to his own ....'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
41,Which country was the transfer request directed to?,"{'start_chunk': 'he read a transfer request to Greece...', 'end_chunk': '...for the amount of $427,620 with account number ...'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
42,What was the date when he succeeded in changing the phone number at the Bank?,"{'start_chunk': 'Thus, on June 20, 2005, he succeeded, through the appropriate employees, in changing the phone number at the Bank to his own', 'end_chunk': 'Thus, on June 20, 2005, he succeeded, through the appropriate employees, in changing the phone number at the Bank to his own'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
43,When did he verify the change of the phone number?,"{'start_chunk': 'On July 12, 2005, he verified the change of the phone number', 'end_chunk': 'On July 12, 2005, he verified the change of the phone number'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
44,What was the amount he read in the transfer request to Greece?,"{'start_chunk': 'On July 25, 2005, he read a transfer request to Greece for the amount of $427,620', 'end_chunk': 'On July 25, 2005, he read a transfer request to Greece for the amount of $427,620'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
45,What was the account balance disclosed to him?,"{'start_chunk': 'he managed to convince the relevant employee to disclose the account balance of ..... which was $629,473.04', 'end_chunk': 'he managed to convince the relevant employee to disclose the account balance of ..... which was $629,473.04'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
46,What is listed under the section labeled 'Actual incidents'?,**Actual incidents:**,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeal 1312-2018.txt
47,What is the nature of the court?,"{'start_chunk': 0, 'end_chunk': 1, 'text': 'Court (Civil/Criminal): Criminal'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
48,Where is the location of the fraud?,"{'start_chunk': 7, 'end_chunk': 8, 'text': 'The location of the fraud is the USA.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
49,What type of crime was the primary crime?,"{'start_chunk': 5, 'end_chunk': 6, 'text': 'Bank fraud using electronic means as the primary crime.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
50,What was the result of the case?,"{'start_chunk': 3, 'end_chunk': 4, 'text': 'Outcome (not guilty, guilty): Guilty'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
51,What specific kind of claim was presented by the foreign bank?,Civil claim presented by the foreign bank for monetary compensation due to moral damage,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
52,Who is seeking the lifting of the freeze on the bank account?,Request from the third party for the lifting of the freeze on the bank account and the return of the frozen funds,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
53,What type of crime involved funds that were the subject of compensation?,the main crime of fraud,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
54,Who compensates the bank's clients?,Compensation of the bank's clients by the bank,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
55,What is accepted regarding the insurance company?,"{'start_chunk': 'Accepts the intervention of the insurance company.', 'end_chunk': 'Accepts the intervention of the insurance company.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
56,What was ordered to be lifted from the account?,"{'start_chunk': 'Orders the lifting of the freeze from the account', 'end_chunk': 'Orders the lifting of the freeze from the account'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
57,What sentence was imposed?,"{'start_chunk': 'Imposition of a 10-year prison sentence', 'end_chunk': 'Imposition of a 10-year prison sentence'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
58,Who submitted an independent claim?,"{'start_chunk': 'Independent claims of the defendant.', 'end_chunk': 'Independent claims of the defendant.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
59,What happens to the defendant after they serve their sentence?,"{'start_chunk': 'Orders lifelong expulsion', 'end_chunk': 'after the complete serving of the sentence.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
60,Who rejected the independent claim regarding the lifting of criminal liability?,"{'start_chunk': 'The independent claim is rejected,', 'end_chunk': 'evading arrest.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
61,What is the duration of civil rights deprivation?,"{'start_chunk': 'deprivation of civil rights', 'end_chunk': 'for 3 years.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
62,What is the minimum period a defendant must evade arrest for the provisions regarding the deadline for the initiation of criminal proceedings to be inapplicable?,"{'start_chunk': 'the provisions regarding the deadline for', 'end_chunk': 'evading arrest.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 387-2013.txt
63,Where was the defendant declared guilty?,"{'text': 'In Athens, between the period', 'start_chunk': 1, 'end_chunk': 5}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
64,What was the time period during which the act was committed?,"{'text': 'between the period from July 25, 2005, to July 26, 2005', 'start_chunk': 1, 'end_chunk': 11}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
65,What was the result of the court case?,"{'text': 'Result (not guilty, guilty): Guilty', 'start_chunk': 1, 'end_chunk': 6}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
66,For what crime was the defendant found guilty?,"{'text': 'with the intent to conceal the true origin...', 'start_chunk': 1, 'end_chunk': 42}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
67,What techniques did the unknown individual use to pretend to be the legitimate beneficiary?,"{'text': 'An unknown individual, using social engineering techniques and information that had been intercepted (password, passport details, etc.), pretended over the phone to be the legitimate beneficiary of a bank account', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
68,"To which country was the amount of $427,620 transferred?","{'text': 'gained access to the account, and illegally transfer the amount of $427,620 to an account in Greece', 'start_chunk': 2, 'end_chunk': 3}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
69,"Who never requested a money transfer, change of phone number, or change of access codes?","{'text': 'The actual pair of beneficiaries of the account never requested a money transfer, a change of phone number, or a change of access codes.', 'start_chunk': 3, 'end_chunk': 4}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
70,What amounts did the unknown individual attempt to transfer to Texas and Japan?,"{'text': 'The unknown individual attempted other similar money transfers (e.g., $125,000 to Texas, $321,650 to Japan)', 'start_chunk': 5, 'end_chunk': 5}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
71,Who never requested a money transfer?,"{'text': 'The actual pair of beneficiaries of the account never requested a money transfer', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
72,What did the actual pair of beneficiaries never request?,"{'text': 'The actual pair of beneficiaries of the account never requested a money transfer', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
73,How much did the unknown individual attempt to transfer to Texas?,"{'text': 'the unknown individual attempted other similar money transfers (e.g., $125,000 to Texas', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
74,"To where did the unknown individual attempt to transfer $321,650?","{'text': '$321,650 to Japan', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
75,What type of fraud is mentioned?,"{'start_chunk': 'Legal characterization: Professional and continuous fraud', 'end_chunk': 'Legal characterization: Professional and continuous fraud'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
76,In what activity is assistance provided?,"{'start_chunk': 'Assistance in criminal activity', 'end_chunk': 'Assistance in criminal activity'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
77,What is used for identification?,"{'start_chunk': 'Use of forged/intercepted identification documents', 'end_chunk': 'Use of forged/intercepted identification documents'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
78,What is aimed at obtaining property benefits?,"{'start_chunk': 'Assistance in criminal activity with the aim of obtaining property benefits', 'end_chunk': 'Assistance in criminal activity with the aim of obtaining property benefits'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Athens Court of Appeals 678-2013.txt
79,Which type of court case is described?,"{'text': 'Court (Civil/Criminal): Criminal', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
80,What law is referenced in the provisions?,"{'text': 'Provisions: Article 42 paragraphs 1, 2, 3, and 7 of Law 4557/2018', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
81,How many paragraphs from Article 42 are mentioned in the provisions?,"{'text': 'Provisions: Article 42 paragraphs 1, 2, 3, and 7 of Law 4557/2018', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
82,What paragraphs from Article 42 of Law 4557/2018 are cited?,"{'text': 'Provisions: Article 42 paragraphs 1, 2, 3, and 7 of Law 4557/2018', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
83,What law establishes mandatory legal regulations in favor of users of payment services?,"{'text': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services', 'start_chunk': 'The provisions of Law 4357/2018', 'end_chunk': 'users of payment services'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
84,What must the user do in the case of an unauthorized or erroneous payment?,"{'text': 'In particular, in the case of an unauthorized or erroneous payment, the user is required to notify the provider within a specified timeframe as soon as they become aware of the corresponding transaction', 'start_chunk': 'In particular, in the case', 'end_chunk': 'corresponding transaction'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
85,What can not be contractually modified to the detriment of users?,"{'text': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services and cannot be contractually modified to their detriment, but only to their benefit.', 'start_chunk': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services', 'end_chunk': 'only to their benefit.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
86,Who has the obligation to inform their contracting customer after receiving a relevant order for a payment?,"{'text': 'Obligation of the payment service provider, such as banks, to inform their contracting customer after receiving a relevant order for a payment to be made on their behalf', 'start_chunk': 'Obligation of the payment service provider', 'end_chunk': 'on their behalf'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
87,Which Law establishes mandatory legal regulations in favor of users of payment services?,"{'text': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services', 'start_chunk': 1, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
88,Which Law is mentioned in connection with supplier liability?,"{'text': 'This responsibility of banks may also stem from Law 2251/1994, as they provide services to the public and are considered suppliers.', 'start_chunk': 6, 'end_chunk': 7}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
89,What does the court partially accept?,"{'text': 'The court partially accepts the lawsuit.', 'start_chunk': 15, 'end_chunk': 16}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
90,Who are considered suppliers according to Law 2251/1994?,"{'text': 'This responsibility of banks may also stem from Law 2251/1994, as they provide services to the public and are considered suppliers.', 'start_chunk': 6, 'end_chunk': 7}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
91,Who is the beneficiary of the account?,"{'start_chunk': 'The beneficiary of the aforementioned account is ......... born on 16/05/1995 in the Municipality of .........', 'end_chunk': 'residing at .............., with ID number .................... issued on 02/10/2009 by T.A .............. and tax number ............. from the tax office ...................'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
92,What was the amount transferred from her account?,"{'start_chunk': 'personal information, resulting in an unknown perpetrator intercepting her online banking credentials and making a transfer totaling 7,000.00 euros', 'end_chunk': 'to account number ................ of the bank .........'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
93,On what date was she sent the email?,"{'start_chunk': 'On 01/09/2021, an unknown perpetrator sent an email to her from the electronic address', 'end_chunk': '............... in which they stated that for security reasons she needed to confirm her account with the bank .......'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
94,What did she enter after following the hyperlink from the email?,"{'start_chunk': 'Not realizing that it was a scam, she followed the attached hyperlink, entered her personal information', 'end_chunk': 'resulting in an unknown perpetrator intercepting her online banking credentials and making a transfer'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
95,How much do the criminal proceeds amount to?,"{'text': 'The criminal proceeds reportedly arising from the above criminal activity amount to a total of seven thousand euros (7,000.00€).', 'start_chunk': 'The criminal proceeds', 'end_chunk': 'seven thousand euros (7,000.00€).'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt
