,Unnamed: 0,question,location,corpus_id
38,38.0,What must damage to another's property be causally connected to according to civil law?,"Damage to another’s property, according to civil law, which must be causally connected to the perpetrator’s deceptive acts or omissions.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
39,39.0,Is it required that the deceived person and the person who suffered the loss be the same?,It is not required that the deceived person and the person who suffered the loss be the same.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
40,40.0,What do 'facts' refer to within the meaning of the above provision?,"The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
41,41.0,When is the crime of fraud established according to the text?,"However, when such promises or obligations are accompanied by false assurances and representations of other false facts relating to the present or the past, in such a way as to create the impression of future fulfillment, based on a false present situation fabricated by the perpetrator—who has already made the decision not to fulfill their obligation—then the crime of fraud is established.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
42,42.0,When does property damage exist according to the text?,Property damage exists even if the victim has an active claim for its restitution.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
43,43.0,What is considered the time of commission of fraud?,"The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct, that is, when they made the false representations which deceived the victim or a third party.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
44,44.0,Is the time of the victim's financial loss occurrence relevant in fraud cases?,"Any later time at which the victim’s financial loss occurred—thus completing the fraud—or the time when the harmful act or omission of the deceived person took place, is irrelevant.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
45,45.0,When is the time of commission of fraud considered?,The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct...,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
46,46.0,What does the reference to multiple modes of commission of fraud include?,"...reference to multiple modes of commission of fraud (i.e., both the misrepresentation of false facts and the concealment of true ones)...",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
47,47.0,What is the relevance of the time of the victim's financial loss?,Any later time at which the victim’s financial loss occurred—thus completing the fraud...,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
48,48.0,In what way does the reference to other modes of fraud define the intent of the perpetrator?,"...the reference to the other merely serves to define the intent (mens rea) of the perpetrator—specifically, that the representations were false.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
49,49.0,What articles of the Constitution and Code of Criminal Procedure require specific and well-reasoned justification in a conviction?,required by Articles 93 paragraph 3 of the Constitution and 139 of the Code of Criminal Procedure.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
50,50.0,What does the absence of specific reasoning in a conviction constitute grounds for under the Code of Criminal Procedure?,The absence of such reasoning constitutes grounds for cassation (appeal) under Article 510 paragraph 1(d) of the Code of Criminal Procedure...,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
51,51.0,How do the explanatory and operative parts of a decision relate to each other?,"For the existence of such reasoning, the explanatory and operative parts of the decision may complement each other...",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
52,52.0,Where is intent presumed from in each particular case?,and it is presumed from their realization in each particular case—unless the law requires additional elements for criminal liability,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
53,53.0,What does dolus refer to?,The existence of intent (dolus) does not generally need to be specially justified,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
54,54.0,What does the will to bring about the factual circumstances form?,since it is inherent in the will to bring about the factual circumstances constituting the objective elements of the offense,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
55,55.0,What kind of misapplication of substantive criminal law constitutes grounds for cassation under Article 510 paragraph 1(e) of the Code of Criminal Procedure?,A misapplication of substantive criminal law also constitutes grounds for cassation.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
56,56.0,In what cases does a judgment lack a lawful basis according to the excerpt?,"In such cases, the judgment lacks a lawful basis.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
57,57.0,What type of issues lead to a judgment lacking a lawful basis as per the text?,"Ambiguities, contradictions, or logical gaps, rendering it impossible to verify, on appeal, whether the law was applied correctly.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
58,58.0,Under what circumstances does misapplication occur as per the excerpt?,Misapplication occurs when the trial court incorrectly applies the law to the facts it has found to be true.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 378_2015.txt
59,59.0,What is the minimum imprisonment term for causing damage to another’s property through fraud?,Whoever...by imprisonment of at least three months,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
60,60.0,What type of benefit must the perpetrator intend to obtain for themselves or another?,"Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
61,61.0,"According to the provision, in what ways can damage be caused to another’s property through fraud?","causes damage to another’s property by persuading someone to act, omit, or tolerate something",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
62,62.0,What is the minimum imprisonment term for causing particularly large damage to another’s property through fraud?,"if the damage caused is particularly large, by imprisonment of at least two years",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
63,63.0,Who must be deceived according to the provision?,someone is deceived,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
64,64.0,"Is it necessary for the benefit to materialize in order to establish the crime of fraud? If not, what is required?",without it being necessary that the benefit actually materialize,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
65,65.0,Does the perpetrator need to conceal true facts?,the unlawful concealment or suppression of true facts,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
66,66.0,Is it required that the person deceived and the person who suffered the damage be the same individual?,It is not required that the person deceived and the person who suffered the damage be the same individual.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
67,67.0,What type of damage must be causally linked to the deceptive acts or omissions of the perpetrator?,"Damage to another person’s property, as defined under civil law, which must be causally linked to the deceptive acts or omissions of the perpetrator.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
68,68.0,What circumstances do the term 'facts' refer to within the meaning of the provision?,"The term 'facts', within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
69,69.0,What condition establishes the crime of fraud when it comes to promises or obligations accompanied by false assurances?,"However, when such promises or obligations are accompanied by false assurances and representations of other false facts referring to the present or the past, in such a manner as to create the impression of future fulfillment based on a false present situation fabricated by the perpetrator, who has already formed the decision not to fulfill their obligation, the crime of fraud is established.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
70,70.0,What is not required about the individuals who were deceived and those who suffered the damage?,It is not required that the person deceived and the person who suffered the damage be the same individual.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
71,71.0,When is the time of commission of the fraud considered?,"The time of commission of the fraud is considered to be the moment when the perpetrator acted and completed their fraudulent conduct, namely when they made the false representations that deceived the victim or a third party.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
72,72.0,Is the time when the victim carries out a harmful act or omission relevant to the fraud?,"Any subsequent moment at which the victim’s damage actually occurred—thereby completing the fraud—or the time when the victim carried out the harmful act or omission, is irrelevant.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
73,73.0,What does damage to property refer to?,"while damage to property means its reduction—specifically, the difference between the monetary value the property had before the disposition caused by the fraudulent conduct and the value remaining after it.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
74,74.0,Does property damage exist if the victim has a restitution claim?,Property damage exists even if the victim possesses an active claim for restitution.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt
75,0.0,Who can be punished with imprisonment?,"Anyone who, by knowingly presenting false facts as true or by unlawfully concealing or withholding true facts",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt
76,1.0,What type of financial gain is the individual seeking?,"with the aim of obtaining, for themselves or another, an unlawful financial gain from the damage to that property",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt
77,2.0,What is the minimum imprisonment period if the damage caused is particularly great?,with imprisonment of at least three (3) months and a fine,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt
78,3.0,"What happens if the damage caused exceeds 120,000 euros?","If the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, imprisonment of up to ten (10) years and a fine shall be imposed",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt
79,4.0,What type of units are used for fines in this legal text?,"a fine of up to one thousand (1,000) daily units",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt
80,5.0,How many daily units can the fine be up to?,"a fine of up to one thousand (1,000) daily units",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt
81,6.0,Who will be punished according to Article 148?,"If the act concerns the international relations or the security of the State, he shall be punished according to Article 148.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
82,7.0,Under what conditions can someone be punished with imprisonment for up to six months?,Everyone who obtains access to data recorded in a computer or in the external memory of a computer or transmitted by telecommunication systems shall be punished with imprisonment for up to six months,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
83,8.0,What determines whether the act in question shall be punished if the offender is in the service of the legal holder of the data?,The act of the preceding paragraph shall be punished only if it has been explicitly prohibited by internal regulations or by a written decision of the holder or of a competent employee of his.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
84,9.0,What are the potential penalties for obtaining access to data without right?,"Everyone who obtains access to data recorded in a computer or in the external memory of a computer or transmitted by telecommunication systems shall be punished with imprisonment for up to six months or by a fine from 29 to 15,000 Euro",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt
85,,What type of scam is email phishing?,Email phishing is a type of identity theft scam conducted via email or SMS.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Email Phishing-Smishing.txt
86,,How are victims tricked in email phishing scams?,Victims are tricked into disclosing personal information or downloading malware.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Email Phishing-Smishing.txt
87,,Can you provide an example of a scenario involving fraud through SMS messages?,- Scenario 3: SMS messages deliver disguised malware apps that harvest sensitive data.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Email Phishing-Smishing.txt
88,,What do email or SMS attackers use to deceive victims?,The attacker uses social engineering tactics such as impersonating trusted entities and inducing urgency.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Email Phishing-Smishing.txt
89,,What type of communication does an attacker intercept?,"An attacker intercepts communication between a victim and a trusted entity, often using email spoofing.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Man-in-the-Middle Attack.txt
90,,Give an example of a spoofed email address used in the scenario.,"- A spoofed email (e.g., info-bank-usa@gmail.com) is used to redirect users to fraudulent websites or request unauthorized payments.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Man-in-the-Middle Attack.txt
91,,What risk do victims face when scanning malicious QR codes?,Victims scan a QR code believing it to be from a trusted source and are led to input their credit card and personal details on malicious websites.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Quishing (QR Code Phishing).txt
92,,What is the method attackers use to gain control of a victim's phone number?,Attackers take control of a victim’s phone number by fraudulently requesting a SIM replacement from telecom providers using fake IDs.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/SIM Swapping.txt
93,,What do attackers gain access to once the new SIM is activated?,"Once the new SIM is activated, attackers intercept calls and SMS (including OTPs), gaining unauthorized access to bank accounts and sensitive apps.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/SIM Swapping.txt
94,,Who can attackers impersonate on platforms like Facebook or Instagram?,Attackers exploit platforms like Facebook or Instagram to impersonate friends or brands.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Social Media Phishing.txt
95,,How do attackers bait victims into giving up personal data?,They bait victims into clicking malicious links or giving up personal data.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Social Media Phishing.txt
96,,What do fake identities do to execute data theft?,Fake identities mimic users or support agents to build trust and execute data theft via messages or misleading support threads.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Social Media Phishing.txt
97,,Who can be targeted in a whaling attack?,Whaling: High-ranking executives are targeted using tailored fraud emails that press for immediate action without verification.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Spear Phishing.txt
98,,What type of data can attackers extract in CEO Fraud?,CEO Fraud: Attackers impersonate executives to extract financial or sensitive data from employees.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Spear Phishing.txt
99,,When did the victims give away credentials?,"Victims are coerced into giving away PINs, passwords, or other credentials under false pretenses of legal or financial emergencies.",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Vishing (Voice Phishing).txt
100,,What details are extracted during voice phishing?,Attackers pose as bank officials or authorities and use intimidation to extract financial details.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Vishing (Voice Phishing).txt
101,,Who manipulates victims over the phone in voice phishing?,Voice phishing involves manipulating victims over the phone.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Vishing (Voice Phishing).txt
102,,As what do attackers pose in voice phishing?,Attackers pose as bank officials or authorities and use intimidation to extract financial details.,C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Phishing Scenarios/Vishing (Voice Phishing).txt
