,anchor,positive,global_chunk_id,id
19,When does the time of commission of the fraud occur?,"According to the provision of Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another person’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From this provision, it follows that for the crime of fraud to be established, the following elements are required:

a) Intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, regardless of whether this benefit was actually realized;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which, as a causal factor, someone is deceived and acts in a way that is detrimental to themselves or another (by an act, omission, or acquiescence); and

c) Damage to another’s property, in the sense recognized by civil law, which must be causally linked to the fraudulent conduct (the deceptive act or omission of the perpetrator) and to the resulting deception of the person who made the property disposition. It is not required that the person deceived be the same person who suffered the damage.

Property damage exists when there is a reduction or deterioration in the victim’s assets, even if the victim has an active claim to restitution. However, as an element of the objective aspect of the crime of fraud, the damage must be the direct, necessary, and exclusive result of the property disposition—namely, the act, omission, or acquiescence performed by the person deceived by the perpetrator’s fraudulent conduct.

There must therefore be a causal connection between the perpetrator’s deceptive behavior and the deception it caused, as well as between this deception and the resulting property damage, which must be the direct, necessary, and exclusive outcome of the deception and of the act, omission, or acquiescence of the deceived person.

The term “facts” refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. However, when such promises or obligations are accompanied by false assurances and representations of other false facts relating to the present or the past, in such a way as to create the impression of future fulfillment, based on the false present situation presented by a perpetrator who has already made the decision not to fulfill their obligation, then the crime of fraud is established.

The time of commission of the fraud is considered to be the moment when the perpetrator acted and completed their deceptive conduct—that is, when they made the false representations that deceived the victim or a third party. Any later time at which the victim’s financial loss actually occurred—thus completing the fraud—or the time when the deceived person performed the harmful act or omission, is irrelevant.",1,19
20,Is the time of the victim's financial loss occurrence relevant in determining the time of fraud commission?,"According to the provision of Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another person’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From this provision, it follows that for the crime of fraud to be established, the following elements are required:

a) Intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, regardless of whether this benefit was actually realized;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which, as a causal factor, someone is deceived and acts in a way that is detrimental to themselves or another (by an act, omission, or acquiescence); and

c) Damage to another’s property, in the sense recognized by civil law, which must be causally linked to the fraudulent conduct (the deceptive act or omission of the perpetrator) and to the resulting deception of the person who made the property disposition. It is not required that the person deceived be the same person who suffered the damage.

Property damage exists when there is a reduction or deterioration in the victim’s assets, even if the victim has an active claim to restitution. However, as an element of the objective aspect of the crime of fraud, the damage must be the direct, necessary, and exclusive result of the property disposition—namely, the act, omission, or acquiescence performed by the person deceived by the perpetrator’s fraudulent conduct.

There must therefore be a causal connection between the perpetrator’s deceptive behavior and the deception it caused, as well as between this deception and the resulting property damage, which must be the direct, necessary, and exclusive outcome of the deception and of the act, omission, or acquiescence of the deceived person.

The term “facts” refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. However, when such promises or obligations are accompanied by false assurances and representations of other false facts relating to the present or the past, in such a way as to create the impression of future fulfillment, based on the false present situation presented by a perpetrator who has already made the decision not to fulfill their obligation, then the crime of fraud is established.

The time of commission of the fraud is considered to be the moment when the perpetrator acted and completed their deceptive conduct—that is, when they made the false representations that deceived the victim or a third party. Any later time at which the victim’s financial loss actually occurred—thus completing the fraud—or the time when the deceived person performed the harmful act or omission, is irrelevant.",1,20
21,What specific punishment does the Greek Penal Code prescribe for the crime of fraud?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,21
22,What is required for the crime of fraud to be established according to the Greek Penal Code?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,22
23,Under what circumstances does the Greek Penal Code punish for the crime of fraud?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,23
24,What elements are required for the crime of fraud to be established?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,24
25,What must the intent of the perpetrator entail in the crime of fraud?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,25
26,What type of facts must the perpetrator knowingly misrepresent as true in the crime of fraud?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,26
27,What must be causally connected to the perpetrator's deceptive acts?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,27
28,How is the crime of fraud established?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,28
29,When must the false fact have existed according to the provision?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,29
30,"According to the text, if a false fact refers to the future, what type of circumstances are expected?","According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,30
31,What type of crime is established if false assurances and representations of false facts create an impression of future fulfillment based on a false present situation?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,31
32,What is required to establish the crime of fraud if false assurances and representations relate to the future?,"According to Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From these provisions, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and proceeds to an act, omission, or acquiescence detrimental to themselves or another; and

c) Damage to another’s property, as defined under civil law, which must be causally connected to the perpetrator’s deceptive acts.

From the above provisions, it is deduced that the crime of fraud is established both objectively and subjectively through the knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true ones, by which another person is deceived and, as a result, performs an act, omission, or acquiescence involving a disposition of property that directly and necessarily causes financial damage to the deceived person or another, with the intent that the perpetrator or another gain an unlawful benefit. It is irrelevant whether this intended benefit was ultimately achieved.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those expected to occur in the future, such as mere promises or contractual obligations. The false fact must have existed in the past or must be a present circumstance at the time it is asserted, and cannot relate to the future.

However, when future circumstances—that is, promises or contractual obligations—are accompanied by false assurances and representations of other false facts referring to the present or past, in such a way as to create the impression of future fulfillment, based on a false present situation or supposed ability of the perpetrator, who had already made the decision not to fulfill their obligation, then the crime of fraud is established.",2,32
33,What is the minimum imprisonment duration for causing damage under the mentioned provision?,"According to the provision of Article 386 paragraph 1 of the Greek Penal Code,

""Whoever, with the intent to obtain for themselves or another an unlawful pecuniary benefit, causes damage to another’s property by persuading someone to act, omit, or tolerate something through the knowing misrepresentation of false facts as true, or through the unlawful concealment or suppression of true facts, shall be punished by imprisonment of at least three months, and if the damage caused is particularly large, by imprisonment of at least two years.""

From this provision, it follows that, for the crime of fraud to be established, the following elements are required:

a) The intent of the perpetrator to obtain for themselves or another an unlawful pecuniary benefit, without requiring that the benefit actually materialize;

b) The knowing misrepresentation of false facts as true, or the unlawful concealment or suppression of true facts, as a result of which—serving as the causal factor—someone is deceived and performs an act, omission, or acquiescence; and

c) Damage to another’s property, according to civil law, which must be causally connected to the perpetrator’s deceptive acts or omissions. It is not required that the deceived person and the person who suffered the loss be the same.

The term “facts,” within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations. However, when such promises or obligations are accompanied by false assurances and representations of other false facts relating to the present or the past, in such a way as to create the impression of future fulfillment, based on a false present situation fabricated by the perpetrator—who has already made the decision not to fulfill their obligation—then the crime of fraud is established.

The term “property” denotes the totality of a person’s economic assets possessing monetary value, while damage to property refers to its reduction—specifically, the difference between the property’s monetary value before the disposition caused by the fraudulent conduct and its value afterward. Property damage exists even if the victim has an active claim for its restitution.

The time of commission of fraud is considered to be the moment when the perpetrator acted and completed the deceptive conduct, that is, when they made the false representations which deceived the victim or a third party. Any later time at which the victim’s financial loss occurred—thus completing the fraud—or the time when the harmful act or omission of the deceived person took place, is irrelevant.

The reference to multiple modes of commission of fraud (i.e., both the misrepresentation of false facts and the concealment of true ones) may create ambiguity and contradiction, unless it is made clear from the overall findings that the offense was committed in one particular manner, and that the reference to the other merely serves to define the intent (mens rea) of the perpetrator—specifically, that the representations were false.

Furthermore, a conviction must contain the specific and well-reasoned justification required by Articles 93 paragraph 3 of the Constitution and 139 of the Code of Criminal Procedure. The absence of such reasoning constitutes grounds for cassation (appeal) under Article 510 paragraph 1(d) of the Code of Criminal Procedure, when the judgment does not set out, with clarity, completeness, and consistency, the factual circumstances established by the evidence, upon which the court based its findings regarding the objective and subjective elements of the offense, the evidence supporting those findings, and the legal reasoning through which those facts were subsumed under the applicable substantive criminal provision.

For the existence of such reasoning, the explanatory and operative parts of the decision may complement each other, as they form a single, unified whole.

The existence of intent (dolus) does not generally need to be specially justified, since it is inherent in the will to bring about the factual circumstances constituting the objective elements of the offense, and it is presumed from their realization in each particular case—unless the law requires additional elements for criminal liability, such as the act being committed with knowledge of a specific circumstance (direct intent) or with the pursuit of a further purpose, i.e., the achievement of an additional result (offenses requiring a special subjective element).

Furthermore, under Article 510 paragraph 1(e) of the Code of Criminal Procedure, a misapplication of substantive criminal law also constitutes grounds for cassation. Such misapplication occurs when the trial court incorrectly applies the law to the facts it has found to be true, or when the violation occurs indirectly, namely when the reasoning of the judgment—comprising the combination of its factual and operative parts and relating to the elements and identity of the offense—contains ambiguities, contradictions, or logical gaps, rendering it impossible to verify, on appeal, whether the law was applied correctly. In such cases, the judgment lacks a lawful basis.",3,33
